building_id,date,lease_cost,total_operating_expense,energy_costs,utilities_costs,maintenance_costs,catering_costs,cleaning_costs,security_costs,insurance_costs,waste_disposal_costs,other_costs
B011,01/11/2023,0,17480,4571,5475,3601,1585,1501,2042,1554,779,943
B011,01/12/2023,0,19704,2540,2995,4831,908,2167,2922,2429,1590,1862
B011,01/01/2024,0,17139,4367,5265,1004,1416,2307,2644,2307,670,1526
B011,01/02/2024,0,27717,9217,10951,4646,1966,1473,3365,2457,995,1864
B011,01/03/2024,0,20287,4383,5447,3509,577,2645,2631,1982,752,2744
B011,01/04/2024,0,29187,8013,9406,4471,828,3761,4928,1352,1993,2448
B011,01/05/2024,0,23566,5376,6551,3244,1986,3337,3049,1176,1325,2898
B011,01/06/2024,0,23968,6856,7628,4276,1447,2404,3667,2509,715,1322
B011,01/07/2024,0,23314,8003,8928,2920,541,2304,2392,2745,1867,1617
B011,01/08/2024,0,20934,5781,6518,4511,716,2849,2376,2074,628,1262
B011,01/09/2024,0,19918,2998,3618,4720,1551,2439,2834,2426,968,1362
B011,01/10/2024,0,18231,2542,2854,1055,1131,3178,3772,2313,1805,2123
B011,01/11/2024,0,25484,6964,8477,3446,1091,3634,4208,1717,1250,1661
B011,01/12/2024,0,21459,6737,8346,1538,1098,1444,2400,2897,965,2771
B011,01/01/2025,0,22162,6637,8247,1847,1092,2373,3458,2451,1375,1319
B012,01/01/2020,0,19242,5586,6712,3961,568,1363,2566,1486,1733,853
B012,01/02/2020,0,24815,8134,9565,1339,773,3379,4833,2641,711,1574
B012,01/03/2020,0,19160,2385,2911,1500,1941,3998,3430,2470,531,2379
B012,01/04/2020,0,24684,8646,10076,4226,662,1682,4131,2528,698,681
B012,01/05/2020,0,18782,5370,6319,2033,789,2100,3165,2126,1089,1161
B012,01/06/2020,0,15712,4570,5506,1848,509,1149,2205,2655,951,889
B012,01/07/2020,0,30069,9137,10970,4539,988,3333,4274,2602,1774,1589
B012,01/08/2020,0,20326,3348,4159,4727,542,1900,3626,1913,953,2506
B012,01/09/2020,0,20255,5309,5970,2833,1367,1813,3553,1356,1351,2012
B012,01/10/2020,0,24481,9216,10738,3275,1340,1507,3026,1766,1658,1171
B012,01/11/2020,0,20318,5762,6933,1019,868,2193,4321,1221,1987,1776
B012,01/12/2020,0,15289,2360,2627,3234,1013,2140,2585,1348,1517,825
B012,01/01/2021,0,28583,7671,9112,3223,1245,3969,4258,2338,1801,2637
B012,01/02/2021,0,22289,8930,10883,2361,638,1991,2989,1666,1066,695
B012,01/03/2021,0,17015,3764,4358,1542,1176,2476,2091,1950,1578,1844
B012,01/04/2021,0,17219,4100,5027,1104,1081,2976,2586,1301,1069,2075
B012,01/05/2021,0,17414,2352,2899,2144,1211,1457,4718,1542,970,2473
B012,01/06/2021,0,20236,5034,5736,4416,1435,1686,3317,1232,1473,941
B012,01/07/2021,0,21429,4520,5161,4138,865,1093,4302,2110,870,2890
B012,01/08/2021,0,22775,7021,8431,1341,1766,3830,3830,1194,1856,527
B012,01/09/2021,0,26818,8370,10306,3987,1820,2121,3611,1349,1818,1806
B012,01/10/2021,0,22675,2620,3055,4635,1830,3566,4453,1662,1820,1654
B012,01/11/2021,0,22629,6812,7855,2507,1780,1342,3793,2006,799,2547
B012,01/12/2021,0,20672,3704,4281,4882,997,2448,4137,1070,838,2019
B012,01/01/2022,0,22038,6814,7970,2079,1864,1758,2858,2657,1766,1086
B012,01/02/2022,0,18964,3513,4351,4296,1451,1604,2498,1719,1022,2023
B012,01/03/2022,0,23694,7603,9451,1187,728,2727,2579,2458,1644,2920
B012,01/04/2022,0,17117,3629,4100,1487,1580,1621,4186,1154,999,1990
B012,01/05/2022,0,19266,4069,4947,3136,617,1704,3836,1314,1760,1952
B012,01/06/2022,0,22827,8472,10001,4580,636,1377,2669,1158,1241,1165
B012,01/07/2022,0,21991,8595,9675,1959,1448,1583,4033,1995,616,682
B012,01/08/2022,0,22437,4424,5186,4097,1946,2512,3018,1343,1901,2434
B012,01/09/2022,0,19431,3553,4096,3777,1917,2105,2585,2567,1223,1161
B012,01/10/2022,0,27900,8163,9341,3635,1470,3965,3089,2783,1386,2231
B012,01/11/2022,0,18894,3585,4362,4635,526,1727,4232,1505,851,1056
B012,01/12/2022,0,19226,4454,5203,1180,1577,3113,3260,2420,1749,724
B012,01/01/2023,0,19748,3937,4549,3869,1164,2227,2930,2075,1473,1461
B012,01/02/2023,0,18240,2455,2758,3165,872,1080,4484,1562,1666,2653
B012,01/03/2023,0,19691,6088,7291,1374,1043,2530,3040,1654,570,2189
B012,01/04/2023,0,25801,7678,9199,4745,1957,1630,3251,2842,1354,823
B012,01/05/2023,0,21895,2102,2515,4836,1940,3883,3368,2409,1466,1478
B012,01/06/2023,0,24163,5929,7251,3536,1415,3673,2991,1999,917,2381
B012,01/07/2023,0,22638,4889,5627,3039,959,2667,4579,1606,1177,2984
B012,01/08/2023,0,21310,4982,5914,2421,1462,1851,4903,1929,1024,1806
B012,01/09/2023,0,19350,7555,8900,1306,1102,1379,2680,2408,525,1050
B012,01/10/2023,0,23902,7519,8424,4411,604,3601,3060,1546,1211,1045
B012,01/11/2023,0,14257,2171,2536,2276,847,2732,3251,1198,746,671
B012,01/12/2023,0,24768,5755,6519,4806,1245,3834,4706,1620,839,1199
B012,01/01/2024,0,17892,3224,3847,3608,982,1935,2983,1125,789,2623
B012,01/02/2024,0,18143,2400,2871,3096,1904,2574,4104,1968,594,1032
B012,01/03/2024,0,21407,8537,9675,1405,1829,1534,2039,1187,931,2807
B012,01/04/2024,0,21698,6090,7464,2224,1099,3215,2731,2292,1186,1487
B012,01/05/2024,0,19006,5605,6404,1404,614,1419,4624,2943,630,968
B012,01/06/2024,0,23505,8043,9398,3907,1764,1768,2262,1548,1589,1269
B012,01/07/2024,0,18842,3112,3550,1909,1188,2214,3393,2977,1222,2389
B012,01/08/2024,0,24774,9383,10819,3411,552,2257,2704,2265,1138,1628
B012,01/09/2024,0,23165,6069,7057,4729,1254,2041,2965,1782,1413,1924
B012,01/10/2024,0,21019,8723,10416,1249,1626,1485,3166,1316,1257,504
B012,01/11/2024,0,28035,9508,11179,4197,1265,3361,2759,1337,1396,2541
B012,01/12/2024,0,23560,8033,9815,1777,891,1178,4986,1723,1109,2081
B012,01/01/2025,0,25981,8120,9659,4999,1572,2967,2135,1592,1955,1102
B013,01/01/2020,0,24449,8558,9627,3594,1648,1961,3907,1851,850,1011
B013,01/02/2020,0,22986,5320,5993,3912,1348,3028,4715,1262,691,2037
B013,01/03/2020,0,23105,2672,3277,4678,1445,3684,4202,1379,1553,2887
B013,01/04/2020,0,17304,2244,2540,1065,1615,3025,3962,2778,680,1639
B013,01/05/2020,0,27995,7955,9408,4484,1620,2923,3896,1522,1946,2196
B013,01/06/2020,0,26574,8361,10070,4026,588,2160,4291,1556,1522,2361
B013,01/07/2020,0,18084,2216,2753,4871,971,1090,4974,1215,1210,1000
B013,01/08/2020,0,16885,4767,5366,1775,1531,1180,2855,1545,1065,1568
B013,01/09/2020,0,24938,8540,9657,3711,590,3114,2220,2050,942,2654
B013,01/10/2020,0,15376,3987,4441,2158,946,1923,2216,1430,671,1591
B013,01/11/2020,0,22992,4642,5277,3530,1367,3360,2978,2003,1865,2612
B013,01/12/2020,0,20928,3492,3893,3070,1846,2814,3138,1494,1995,2678
B013,01/01/2021,0,17862,3705,4523,4708,672,1094,2136,1179,1835,1715
B013,01/02/2021,0,23724,7271,8081,4542,1253,3723,2999,1289,763,1074
B013,01/03/2021,0,28079,9420,11037,4391,871,2412,4659,1208,872,2629
B013,01/04/2021,0,23042,7187,8612,1045,1955,2388,2143,2874,1294,2731
B013,01/05/2021,0,22548,7189,8211,1165,715,2855,4789,2651,1424,738
B013,01/06/2021,0,22076,5255,6200,1072,1633,2058,3552,2931,1865,2765
B013,01/07/2021,0,25066,7835,9411,4252,1978,1870,2139,1525,1592,2299
B013,01/08/2021,0,18119,2666,3097,1549,1385,3861,3375,1388,716,2748
B013,01/09/2021,0,20780,2881,3378,3117,1705,2603,4566,1605,1939,1867
B013,01/10/2021,0,20359,3167,3560,3789,1065,1364,4423,2859,1567,1732
B013,01/11/2021,0,16648,2788,3171,2245,687,2021,3784,2795,1014,931
B013,01/12/2021,0,26508,9627,10876,3649,506,2685,2521,2749,1167,2355
B013,01/01/2022,0,18281,2342,2642,4912,1727,1524,2207,1009,1311,2949
B013,01/02/2022,0,30121,9258,10564,4159,849,3574,4072,2914,1275,2714
B013,01/03/2022,0,20358,3926,4705,1597,973,3763,3888,2501,982,1949
B013,01/04/2022,0,26876,7179,8922,3970,1276,2844,4344,2899,1914,707
B013,01/05/2022,0,18845,3290,3758,3666,811,2317,3381,2065,1791,1056
B013,01/06/2022,0,22529,4971,6007,2617,1855,3238,2972,1880,1887,2073
B013,01/07/2022,0,23187,4638,5274,4979,1269,3329,3630,1240,838,2628
B013,01/08/2022,0,17249,2811,3262,1030,792,3468,3769,1104,1738,2086
B013,01/09/2022,0,27430,8659,9819,4491,526,1432,4720,2541,1831,2070
B013,01/10/2022,0,18951,2173,2546,4701,926,2959,2601,1364,1331,2523
B013,01/11/2022,0,17621,4758,5831,2536,793,1017,2789,2468,1075,1112
B013,01/12/2022,0,26863,8814,9882,2222,1578,3620,4863,2458,621,1619
B013,01/01/2023,0,26674,6306,7520,4197,1989,3836,4415,2450,1359,908
B013,01/02/2023,0,16871,2055,2387,2754,800,1008,4993,1414,1791,1724
B013,01/03/2023,0,23377,6138,7397,2064,1398,2876,4065,2287,703,2587
B013,01/04/2023,0,19607,2781,3360,3508,1759,2347,2477,2022,1629,2505
B013,01/05/2023,0,24986,7615,8553,3373,1976,1772,3507,1816,1540,2449
B013,01/06/2023,0,22873,6974,8142,3750,1264,2416,3317,1467,751,1766
B013,01/07/2023,0,25146,6400,7869,4954,1482,3344,3790,1108,1165,1434
B013,01/08/2023,0,20001,3460,3854,3087,1711,2449,3009,2019,981,2891
B013,01/09/2023,0,17602,2107,2573,2096,1609,3411,3513,1511,978,1911
B013,01/10/2023,0,16489,2562,2874,1046,1352,2252,3013,2664,1395,1893
B013,01/11/2023,0,24714,7871,9262,4216,1063,1583,3533,1204,1558,2295
B013,01/12/2023,0,26206,5436,6590,4682,1966,3522,4903,2046,1334,1163
B013,01/01/2024,0,21114,5241,6240,4246,815,1176,4825,1039,787,1986
B013,01/02/2024,0,24491,7406,9045,2699,819,1771,4394,2781,1224,1758
B013,01/03/2024,0,21549,7234,8718,1201,1100,2159,2806,2571,1624,1370
B013,01/04/2024,0,21794,7566,8741,3501,1162,1859,2591,1939,715,1286
B013,01/05/2024,0,26309,7089,8301,4636,1148,2987,3015,2114,1792,2316
B013,01/06/2024,0,19377,4732,5511,1361,1631,3774,2034,1901,1658,1507
B013,01/07/2024,0,15120,2539,3031,2523,961,2926,2010,1264,1517,888
B013,01/08/2024,0,28891,8064,9844,4660,657,3506,4392,2173,1528,2131
B013,01/09/2024,0,20082,5728,6903,1078,1591,2563,4020,2631,668,628
B013,01/10/2024,0,24471,7177,8322,3978,1503,1464,4762,1222,1174,2046
B013,01/11/2024,0,20314,4678,5612,4024,1268,1867,2492,2553,1543,955
B013,01/12/2024,0,23992,6970,7834,4975,1041,1583,4598,2270,579,1112
B013,01/01/2025,0,23036,5861,7024,3475,1280,2811,3924,2050,1494,978
B014,01/01/2020,35124,62609,9349,10645,4369,536,1729,4550,2812,1152,1692
B014,01/02/2020,35124,54358,3768,4532,3262,925,2642,3264,1111,502,2996
B014,01/03/2020,35124,56037,9511,10645,1576,961,1495,2032,1760,1719,725
B014,01/04/2020,35124,55379,3898,4355,2420,543,3295,4005,2733,806,2098
B014,01/05/2020,35124,51985,5045,6033,1474,596,1062,2625,2305,686,2080
B014,01/06/2020,35124,54978,3788,4671,1476,995,3915,2907,2679,1000,2211
B014,01/07/2020,35124,52349,2947,3473,3031,685,2346,3336,1297,727,2330
B014,01/08/2020,35124,59703,5839,7165,2931,859,3942,4049,1804,1226,2603
B014,01/09/2020,35124,56064,5012,6174,1026,754,3502,4898,2316,1431,839
B014,01/10/2020,35124,58623,7497,8687,3170,727,1913,4506,1453,634,2409
B014,01/11/2020,35124,60013,9761,12142,2497,847,2819,2085,1427,867,2205
B014,01/12/2020,35124,58260,8548,9513,1936,577,1292,3906,2942,1050,1920
B014,01/01/2021,36002,61254,6677,8184,4887,1707,1786,2786,1948,1119,2835
B014,01/02/2021,36002,58725,8298,9387,1862,799,1016,4406,2551,1254,1448
B014,01/03/2021,36002,53055,2999,3680,1125,708,2094,3783,2599,840,2224
B014,01/04/2021,36002,62318,9751,11944,1388,887,1343,3861,2364,1777,2752
B014,01/05/2021,36002,62160,6953,8536,3515,1782,3054,2985,2520,1419,2347
B014,01/06/2021,36002,55169,4882,5896,1993,721,1947,4770,1066,1622,1152
B014,01/07/2021,36002,56350,4264,5031,1225,684,3578,4409,1656,1724,2041
B014,01/08/2021,36002,52572,2550,2945,1816,1687,2990,4513,1102,689,828
B014,01/09/2021,36002,64636,9441,11774,3545,1363,3038,2705,1587,1948,2674
B014,01/10/2021,36002,60950,9823,12143,1479,1106,3493,2828,2265,1129,505
B014,01/11/2021,36002,55307,5089,6154,2988,1798,2212,2474,1883,951,845
B014,01/12/2021,36002,62382,7348,8361,2189,1936,3626,4973,1779,1259,2257
B014,01/01/2022,36880,57026,5502,6486,2270,511,3087,2423,2918,897,1554
B014,01/02/2022,36880,56184,5398,6239,1049,1360,3338,2405,2477,849,1587
B014,01/03/2022,36880,59597,3336,4039,4132,1332,3412,4280,2437,1617,1468
B014,01/04/2022,36880,57536,5898,6874,2584,826,1384,2844,2201,1285,2658
B014,01/05/2022,36880,56651,5499,6395,2862,754,2098,3259,1565,1870,968
B014,01/06/2022,36880,57148,6199,7210,4135,1375,2157,2367,1044,940,1040
B014,01/07/2022,36880,62733,5035,5934,4735,1438,3962,4832,2049,1545,1358
B014,01/08/2022,36880,61601,7134,8777,4306,1150,2086,2339,2248,1452,2363
B014,01/09/2022,36880,59295,5899,7036,2211,727,3721,3623,1748,1727,1622
B014,01/10/2022,36880,61077,7037,8595,2256,1685,2939,3226,1132,1437,2927
B014,01/11/2022,36880,58344,2268,2639,4259,1208,3195,4285,2446,999,2433
B014,01/12/2022,36880,59674,6260,7160,2750,1217,1286,4014,2460,1356,2551
B014,01/01/2023,37758,60761,5250,6428,4086,1194,1085,4713,2952,771,1774
B014,01/02/2023,37758,57282,4622,5682,2925,1035,1697,2768,2443,1545,1429
B014,01/03/2023,37758,57454,5288,6137,1710,869,3753,2371,2759,1491,606
B014,01/04/2023,37758,60611,7700,8970,2745,1373,1648,4141,1276,1644,1056
B014,01/05/2023,37758,62176,7789,8838,2104,708,3883,4610,2078,1661,536
B014,01/06/2023,37758,55838,4601,5273,2407,577,1060,2240,2380,1739,2404
B014,01/07/2023,37758,59442,7867,9381,2385,1196,1058,2536,2789,1722,617
B014,01/08/2023,37758,57348,3515,4075,2892,1135,2304,4095,2657,1271,1161
B014,01/09/2023,37758,55673,4702,5247,4181,921,1490,3380,1468,648,580
B014,01/10/2023,37758,62647,6368,7256,4487,1906,3128,3180,1099,1779,2054
B014,01/11/2023,37758,62728,9246,10844,3050,1784,1637,2469,1798,1710,1678
B014,01/12/2023,37758,67131,9055,10553,4307,1993,2911,2258,2968,1796,2587
B014,01/01/2024,38636,56541,2023,2304,2629,947,1030,4616,2133,1919,2327
B014,01/02/2024,38636,60687,7143,8514,3386,1103,1120,2891,1012,1593,2432
B014,01/03/2024,38636,60697,4134,4811,3552,1194,3294,2723,2370,1884,2233
B014,01/04/2024,38636,57035,5627,6662,1678,740,3067,2188,1862,726,1476
B014,01/05/2024,38636,55519,3531,4372,1303,1506,1141,3428,2731,717,1685
B014,01/06/2024,38636,56127,3279,3729,4333,676,3407,2101,1406,983,856
B014,01/07/2024,38636,55261,2199,2559,1297,1449,3726,2119,1902,1227,2346
B014,01/08/2024,38636,63328,6194,7339,4007,1753,1420,4744,1895,1333,2201
B014,01/09/2024,38636,63036,6958,8364,3574,1105,2988,2298,2862,800,2409
B014,01/10/2024,38636,59277,2278,2674,3066,1006,2641,4726,2094,1834,2600
B014,01/11/2024,38636,58288,2472,2969,3788,1306,1567,4833,1831,1274,2084
B014,01/12/2024,38636,59690,2628,3220,4970,1579,1549,4091,2880,947,1818
B014,01/01/2025,39514,60371,6756,8069,1904,1627,2604,2997,2339,761,556
B015,01/01/2020,36164,55264,4463,5337,1729,546,3517,2118,1094,1902,2857
B015,01/02/2020,36164,53136,2062,2545,2311,1290,2256,2149,1999,1673,2749
B015,01/03/2020,36164,60641,9436,10796,3155,560,1042,4519,1323,813,2269
B015,01/04/2020,36164,63675,8976,10790,4441,1926,1968,3118,1435,1257,2576
B015,01/05/2020,36164,62578,9186,11137,3672,1383,2753,2027,2932,1097,1413
B015,01/06/2020,36164,54756,3185,3666,1479,1721,1196,4134,2970,1319,2107
B015,01/07/2020,36164,54877,3565,4118,3446,983,3603,2633,1569,1707,654
B015,01/08/2020,36164,56368,4284,5072,2986,1001,2738,2753,2272,1774,1608
B015,01/09/2020,36164,55779,5174,5925,4481,1154,1900,2910,1044,976,1225
B015,01/10/2020,36164,59044,6746,7644,3212,987,2660,3802,1256,1487,1832
B015,01/11/2020,36164,56087,3986,4786,2459,1727,1493,3891,1326,1361,2880
B015,01/12/2020,36164,63817,8665,10051,2913,524,3692,4517,2119,901,2936
B015,01/01/2021,37068,60731,6791,8055,1787,873,1932,3587,2692,1805,2932
B015,01/02/2021,37068,58834,2312,2876,4769,1575,2178,3890,2407,1145,2926
B015,01/03/2021,37068,63222,5120,6349,4954,1019,3799,4811,1438,1802,1982
B015,01/04/2021,37068,60796,6068,7427,2859,587,3546,4847,2846,913,703
B015,01/05/2021,37068,56044,4585,5331,2058,1159,1693,3959,1918,1169,1689
B015,01/06/2021,37068,54859,2381,2664,1348,794,3881,3001,2432,1340,2331
B015,01/07/2021,37068,60078,6208,7230,4001,1088,2821,3696,1971,1334,869
B015,01/08/2021,37068,58724,3393,3993,3990,1650,3848,2374,2216,1404,2181
B015,01/09/2021,37068,66062,9732,11252,4776,684,2903,3356,2247,1662,2114
B015,01/10/2021,37068,56067,4488,5555,1616,1330,1942,2679,1949,969,2959
B015,01/11/2021,37068,64924,8525,9931,4414,983,2846,4883,1434,711,2654
B015,01/12/2021,37068,57321,5154,5861,3257,1294,1022,4624,1843,1752,600
B015,01/01/2022,37972,54499,2609,3231,2511,944,2977,3417,2058,626,763
B015,01/02/2022,37972,61505,8380,9878,3099,1976,1958,2038,2995,631,958
B015,01/03/2022,37972,61191,9546,11755,1726,742,1019,2225,1797,1565,2390
B015,01/04/2022,37972,60518,5002,6004,4439,1406,1730,4247,2490,1677,553
B015,01/05/2022,37972,65137,8638,10123,2340,1981,3678,4491,2831,754,967
B015,01/06/2022,37972,63542,7180,8618,2362,1189,3174,4874,2858,1310,1185
B015,01/07/2022,37972,63376,4512,5345,4554,1778,3382,4750,2886,1725,984
B015,01/08/2022,37972,59742,5147,6422,3389,1535,2167,3244,2658,650,1705
B015,01/09/2022,37972,56737,3664,4241,2760,1025,1841,4661,1456,1790,991
B015,01/10/2022,37972,60858,5317,6347,4179,714,3143,3659,2768,595,1481
B015,01/11/2022,37972,65895,9985,11580,4287,1371,2308,3983,2107,1217,1070
B015,01/12/2022,37972,57772,3923,4699,3200,997,1480,3594,2226,1084,2520
B015,01/01/2023,38876,62622,5416,6052,2532,1537,2529,4435,2607,1111,2943
B015,01/02/2023,38876,62761,5964,6698,4232,809,3770,3409,2746,1564,657
B015,01/03/2023,38876,59949,6198,7647,1263,860,1629,4814,1330,1445,2085
B015,01/04/2023,38876,59719,3937,4778,1288,807,2778,4950,2335,1177,2730
B015,01/05/2023,38876,56381,2823,3243,2907,1714,1554,2766,2311,1787,1223
B015,01/06/2023,38876,65544,7022,8764,4682,1013,3721,3763,2253,1906,566
B015,01/07/2023,38876,66271,6870,8293,4973,1754,2956,3511,2310,1078,2520
B015,01/08/2023,38876,60473,6600,7680,3134,718,1699,2828,2883,575,2080
B015,01/09/2023,38876,60296,5440,6602,2219,1674,2789,2864,2692,786,1794
B015,01/10/2023,38876,60541,6576,7462,2093,1132,2938,2383,1778,1266,2613
B015,01/11/2023,38876,56390,3312,3992,1467,677,1407,3689,2990,1834,1458
B015,01/12/2023,38876,64031,7794,8900,2826,1293,2259,4492,2331,638,2416
B015,01/01/2024,39780,61365,5321,6043,2648,1660,2432,2915,2022,1478,2387
B015,01/02/2024,39780,60181,5982,7098,2828,576,3277,2453,2142,1311,716
B015,01/03/2024,39780,63915,8808,10098,2404,1290,1791,4059,1752,522,2219
B015,01/04/2024,39780,68105,8433,9964,3720,1957,3295,4792,2446,1502,649
B015,01/05/2024,39780,63777,7086,8061,2461,1997,2761,2629,2187,1332,2569
B015,01/06/2024,39780,58375,5105,5803,3405,997,2201,2117,1546,1996,530
B015,01/07/2024,39780,57746,2901,3318,2394,1590,3300,2343,2544,1466,1011
B015,01/08/2024,39780,65133,8235,9204,2440,1096,3634,3880,2238,935,1926
B015,01/09/2024,39780,69760,9859,11967,3295,1671,1706,4215,2951,1865,2310
B015,01/10/2024,39780,61371,3038,3652,3842,758,2422,4119,2452,1953,2393
B015,01/11/2024,39780,61877,5835,6764,4638,1707,1520,2562,2854,842,1210
B015,01/12/2024,39780,56717,2291,2817,1227,1766,1509,3607,2628,1155,2228
B015,01/01/2025,40684,61858,5226,6270,3125,1269,3639,2566,2575,809,921
B016,01/01/2020,0,20875,5543,6242,3850,1014,2128,2992,1513,1108,2028
B016,01/02/2020,0,22353,7757,9671,3006,1566,1325,3235,1789,925,836
B016,01/03/2020,0,26822,8271,9445,3605,1985,3364,4461,2570,701,691
B016,01/04/2020,0,18319,3181,3741,1772,885,3877,2210,2761,964,2109
B016,01/05/2020,0,21230,2778,3388,4055,1257,3644,3606,1530,1105,2645
B016,01/06/2020,0,24715,7652,9478,2737,1412,3937,3563,1128,989,1471
B016,01/07/2020,0,21028,6729,8241,3116,1533,1166,3753,1535,991,693
B016,01/08/2020,0,22796,8076,9510,1686,869,3680,2708,1451,1628,1264
B016,01/09/2020,0,22935,8411,10094,3248,865,1176,3699,1748,660,1445
B016,01/10/2020,0,17154,2065,2384,3211,852,2104,3516,2132,714,2241
B016,01/11/2020,0,18226,4913,6059,1446,626,3546,2665,1184,1106,1594
B016,01/12/2020,0,21096,4555,5080,1953,938,2539,4832,2515,1084,2155
B016,01/01/2021,0,28973,9577,10961,3600,1493,3362,2996,2706,1337,2518
B016,01/02/2021,0,22347,6424,7478,2527,1264,1315,4813,1442,1063,2445
B016,01/03/2021,0,23180,8084,9766,2646,512,1997,3416,1284,1943,1616
B016,01/04/2021,0,21727,4200,5046,4520,1150,2664,2858,2676,1734,1079
B016,01/05/2021,0,22638,4555,5376,2783,1897,2833,2442,2924,1511,2872
B016,01/06/2021,0,27096,9747,11094,4098,1750,3292,2039,2511,834,1478
B016,01/07/2021,0,24850,7568,9353,4573,1892,1620,2123,1510,1951,1828
B016,01/08/2021,0,25559,8995,10903,2380,1450,1407,4658,2032,1817,912
B016,01/09/2021,0,25546,7843,8781,3645,1535,1602,4109,2457,730,2687
B016,01/10/2021,0,19948,4010,4981,4555,1445,1640,2900,1422,1511,1494
B016,01/11/2021,0,21519,3249,3658,4742,1385,2237,4584,1990,807,2116
B016,01/12/2021,0,21182,5276,6334,3205,668,3235,2626,1052,1175,2887
B016,01/01/2022,0,20216,3915,4689,4454,1235,1742,2349,2703,1750,1294
B016,01/02/2022,0,21262,7021,7942,1211,1050,3738,3901,1026,807,1587
B016,01/03/2022,0,19381,3891,4374,4435,696,1887,3768,2521,1193,507
B016,01/04/2022,0,22068,8570,10346,3097,1892,1112,2073,1252,788,1508
B016,01/05/2022,0,22535,4629,5685,2459,1293,3565,4782,2280,1906,565
B016,01/06/2022,0,27149,9932,12115,1090,1399,3308,2715,2035,1735,2752
B016,01/07/2022,0,25082,7199,8345,3823,1270,2493,2728,2276,1383,2764
B016,01/08/2022,0,19002,5012,6045,1868,1228,1951,4098,1967,503,1342
B016,01/09/2022,0,25041,9908,11154,1107,1957,2059,2042,2198,1697,2827
B016,01/10/2022,0,19838,3768,4375,3914,1078,1233,4179,2887,1005,1167
B016,01/11/2022,0,19929,5005,5693,2604,1003,1188,3954,2387,1603,1497
B016,01/12/2022,0,20424,3469,3956,1739,1173,3949,4595,1268,942,2802
B016,01/01/2023,0,22543,4606,5546,2560,1966,2680,4720,1121,1101,2849
B016,01/02/2023,0,23409,7726,9530,2629,815,1666,2446,2558,1609,2156
B016,01/03/2023,0,21479,6187,7714,2565,625,2599,3706,1938,501,1831
B016,01/04/2023,0,23061,6010,6748,2587,1997,1916,4153,1847,844,2969
B016,01/05/2023,0,25412,8431,9633,2944,1848,2621,3606,2858,1199,703
B016,01/06/2023,0,28069,9280,11242,3955,1033,2617,2908,1876,1448,2990
B016,01/07/2023,0,19514,4998,5727,3191,1142,1316,2360,2459,1462,1857
B016,01/08/2023,0,21103,6812,7631,1972,1707,3625,2345,1291,1038,1494
B016,01/09/2023,0,26209,9851,11859,4797,1237,2618,2168,1607,967,956
B016,01/10/2023,0,20131,3338,4065,4573,988,2941,3553,1517,754,1740
B016,01/11/2023,0,25048,7291,8311,1563,953,3841,4738,2474,820,2348
B016,01/12/2023,0,18831,3823,4599,1184,1894,2191,4525,2009,723,1706
B016,01/01/2024,0,26498,8709,10402,4106,1992,1292,3825,1719,955,2207
B016,01/02/2024,0,21523,5675,6861,2098,1879,1881,4843,1340,1856,765
B016,01/03/2024,0,23478,6376,7176,4171,1707,2706,2532,2705,989,1492
B016,01/04/2024,0,20269,3331,3870,4204,696,2882,4966,1706,611,1334
B016,01/05/2024,0,25943,8343,10017,4154,1141,3253,2704,1566,1729,1379
B016,01/06/2024,0,18863,5835,6569,1393,683,3294,2543,1672,1402,1307
B016,01/07/2024,0,19046,4962,6114,4280,888,2239,2488,1211,1155,671
B016,01/08/2024,0,22394,6953,7852,1160,530,1881,4770,2142,1203,2856
B016,01/09/2024,0,24095,7849,8799,4640,1107,3124,2054,1472,887,2012
B016,01/10/2024,0,23402,7365,8943,2546,989,1831,4503,2994,582,1014
B016,01/11/2024,0,17202,2379,2912,1471,1674,2037,2923,2975,1871,1339
B016,01/12/2024,0,22909,4584,5245,3819,1310,2984,4109,1558,1417,2467
B016,01/01/2025,0,25119,8058,9865,2625,743,2003,4150,1705,1432,2596
B017,01/01/2020,0,18198,4454,5063,1137,679,2902,4843,1905,775,894
B017,01/02/2020,0,25752,6787,7579,4615,1160,2870,2790,2385,1898,2455
B017,01/03/2020,0,21227,5891,6660,2513,1789,1567,3595,1194,1193,2716
B017,01/04/2020,0,17394,4714,5760,1696,962,2768,2530,1221,1529,928
B017,01/05/2020,0,23714,6540,7513,4419,1919,2698,2049,2302,1447,1367
B017,01/06/2020,0,25142,6534,7304,3964,1919,2340,3934,2195,1345,2141
B017,01/07/2020,0,17976,5285,6102,1306,1732,2782,2296,1469,1702,587
B017,01/08/2020,0,27444,9343,10646,3374,1316,2744,4733,2413,1674,544
B017,01/09/2020,0,17030,2213,2760,1042,1283,3124,3224,1932,958,2707
B017,01/10/2020,0,27809,9411,11687,4438,1616,3752,3227,1287,949,853
B017,01/11/2020,0,22107,5780,6960,2611,1288,3133,2046,2875,1540,1654
B017,01/12/2020,0,29182,9519,11198,3832,1885,3743,3099,1355,1128,2942
B017,01/01/2021,0,22470,8698,10207,1171,841,3415,2079,1233,1156,2368
B017,01/02/2021,0,18161,2136,2668,1165,967,1631,4923,2935,1902,1970
B017,01/03/2021,0,24235,8033,9320,3200,1577,3338,2788,1519,1319,1174
